termCode,termExtendedName,termShortName,termScopeNote,version,lastUpdate,validFrom,validTo,status,deprecated,scientificNames,commonNames,allFacets,ISSCAAP,taxonomicCode,alpha3Code,GEMSCode,matrixCode,LangualCode,foodexOldCode,implicitFacets,detailLevel,termType,prodTreat,prodMeth,prodPack,EuringsCode,IFNCode,EUFeedReg,EPPOCode,VectorNetCode,ADDFOODCode,masterFlag,masterParentCode,masterOrder,masterReportable,masterHierarchyCode,reportFlag,reportParentCode,reportOrder,reportReportable,reportHierarchyCode,pestFlag,pestParentCode,pestOrder,pestReportable,pestHierarchyCode,biomoFlag,biomoParentCode,biomoOrder,biomoReportable,biomoHierarchyCode,feedFlag,feedParentCode,feedOrder,feedReportable,feedHierarchyCode,expoFlag,expoParentCode,expoOrder,expoReportable,expoHierarchyCode,vetdrugFlag,vetdrugParentCode,vetdrugOrder,vetdrugReportable,vetdrugHierarchyCode,botanicFlag,botanicParentCode,botanicOrder,botanicReportable,botanicHierarchyCode,partFlag,partParentCode,partOrder,partReportable,partHierarchyCode,sourceFlag,sourceParentCode,sourceOrder,sourceReportable,sourceHierarchyCode,racsourceFlag,racsourceParentCode,racsourceOrder,racsourceReportable,racsourceHierarchyCode,processFlag,processParentCode,processOrder,processReportable,processHierarchyCode,ingredFlag,ingredParentCode,ingredOrder,ingredReportable,ingredHierarchyCode,mediumFlag,mediumParentCode,mediumOrder,mediumReportable,mediumHierarchyCode,sweetFlag,sweetParentCode,sweetOrder,sweetReportable,sweetHierarchyCode,fortFlag,fortParentCode,fortOrder,fortReportable,fortHierarchyCode,qualFlag,qualParentCode,qualOrder,qualReportable,qualHierarchyCode,cookextFlag,cookextParentCode,cookextOrder,cookextReportable,cookextHierarchyCode,genFlag,genParentCode,genOrder,genReportable,genHierarchyCode,prodFlag,prodParentCode,prodOrder,prodReportable,prodHierarchyCode,packformatFlag,packformatParentCode,packformatOrder,packformatReportable,packformatHierarchyCode,packmatFlag,packmatParentCode,packmatOrder,packmatReportable,packmatHierarchyCode,stateFlag,stateParentCode,stateOrder,stateReportable,stateHierarchyCode,fatFlag,fatParentCode,fatOrder,fatReportable,fatHierarchyCode,alcoholFlag,alcoholParentCode,alcoholOrder,alcoholReportable,alcoholHierarchyCode,doughFlag,doughParentCode,doughOrder,doughReportable,doughHierarchyCode,partconFlag,partconParentCode,partconOrder,partconReportable,partconHierarchyCode,placeFlag,placeParentCode,placeOrder,placeReportable,placeHierarchyCode,targconFlag,targconParentCode,targconOrder,targconReportable,targconHierarchyCode,useFlag,useParentCode,useOrder,useReportable,useHierarchyCode,riskingredFlag,riskingredParentCode,riskingredOrder,riskingredReportable,riskingredHierarchyCode,fpurposeFlag,fpurposeParentCode,fpurposeOrder,fpurposeReportable,fpurposeHierarchyCode,replevFlag,replevParentCode,replevOrder,replevReportable,replevHierarchyCode,animageFlag,animageParentCode,animageOrder,animageReportable,animageHierarchyCode,genderFlag,genderParentCode,genderOrder,genderReportable,genderHierarchyCode,legisFlag,legisParentCode,legisOrder,legisReportable,legisHierarchyCode,feedAddExpoFlag,feedAddExpoParentCode,feedAddExpoOrder,feedAddExpoReportable,feedAddExpoHierarchyCode,PRIMoFlag,PRIMoParentCode,PRIMoOrder,PRIMoReportable,PRIMoHierarchyCode,hostsampledFlag,hostsampledParentCode,hostsampledOrder,hostsampledReportable,hostsampledHierarchyCode,facets_resolved,termExtendedName_full,nlp_matching_friendly
A0D0M,Chinabark (infusion bark),,"Infusion materials from bark of the plant classified under the species Cinchona calisaya Wedd., known as chinabark or Yellowbark. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Cinchona",8.1,2017/04/15,2015/03/16,,APPROVED,0,Cinchona calisaya Wedd.,Yellowbark (infusion bark),A0D0M#F01.A0E2P$F02.A0ETJ$F27.A0D0M$F33.A0C1Q,,,,,P0639000-004,,A.01.000404,F01.A0E2P$F27.A0D0M$F33.A0C1Q,E,r,,,,,,,,,,1,A0D0N,1,1,Z0001.0001.0001.0014.0002.0004.0001,1,A0D0N,1,1,Z0001.0019.0005.0002.0004.0001,1.0,A0D0N,1.0,1.0,Z0006.0003.0004.0004.0001,1.0,A0D0N,1.0,1.0,Z0020.0005.0002.0004.0001,,,,,,1.0,A0D0N,1.0,1.0,Z0016.0001.0011.0002.0004.0001,,,,,,,,,,,,,,,,,,,,,1.0,A0D0N,1.0,1.0,Z0041.0002.0004.0001,,,,,,1.0,A0D0N,1.0,1.0,Z0019.0005.0002.0004.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,4.0,0.0,Z0006.0003.0004.0004,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A0E2P"", ""name"": ""Chinabark (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ETJ"", ""name"": ""Spices or infusion materials of miscellaneous origin (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0M"", ""name"": ""Chinabark (infusion bark)""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Chinabark (infusion bark), flavour: fa 14.1.5.2 other, geographical-origin: chinabark (infusion bark), part-nature: spices or infusion materials of miscellaneous origin (as part nature), source: chinabark (as plant)",chinabark spices or infusion materials of miscellaneous origin fa 14 1 5 2 other
A0D0N,China (infusion bark),,"Infusion materials from bark of the plant classified under the genus Cinchona spp., known as china. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Cinchona",8.1,2017/04/15,2015/03/16,,APPROVED,0,Cinchona spp.,Jesuit's bark (infusion bark),A0D0N#F01.A065Q$F02.A0ETJ$F27.A0D0N$F33.A0C1Q,,,,,P0639000-004,,A.01.000404,F01.A065Q$F27.A0D0N$F33.A0C1Q,E,r,,,,,,,,,,1,A03JY,4,1,Z0001.0001.0001.0014.0002.0004,1,A03JY,4,1,Z0001.0019.0005.0002.0004,1.0,A03JY,4.0,1.0,Z0006.0003.0004.0004,1.0,A03JY,4.0,1.0,Z0020.0005.0002.0004,,,,,,1.0,A03JY,4.0,1.0,Z0016.0001.0011.0002.0004,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,4.0,1.0,Z0041.0002.0004,,,,,,1.0,A03JY,4.0,1.0,Z0019.0005.0002.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A065Q"", ""name"": ""Herbs and vegetables for infusions (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ETJ"", ""name"": ""Spices or infusion materials of miscellaneous origin (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0N"", ""name"": ""China (infusion bark)""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","China (infusion bark), flavour: fa 14.1.5.2 other, geographical-origin: china (infusion bark), part-nature: spices or infusion materials of miscellaneous origin (as part nature), source: herbs and vegetables for infusions (as plant)",china herbs and vegetables for infusions spices or infusion materials of miscellaneous origin fa 14 1 5 2 other
A0D0P,Cherries (sweet) (infusion stems),,"Infusion materials from stems of the plant classified under the species Prunus avium (L.) L. or Cerasus avium (L.) Moench, known as cherries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Prunus_avium",10.0,2019/01/21,2015/03/16,,APPROVED,0,Prunus avium (L.) L.$Cerasus avium (L.) Moench,,A0D0P#F01.A061A$F02.A0ETJ$F27.A0D0P$F33.A0C1Q,,,,,P0639000-003,,A.01.000404,F01.A061A$F27.A0D0P$F33.A0C1Q,E,r,,,,,,,,,,1,A03JY,3,1,Z0001.0001.0001.0014.0002.0003,1,A03JY,3,1,Z0001.0019.0005.0002.0003,1.0,A03JY,3.0,1.0,Z0006.0003.0004.0003,1.0,A03JY,3.0,1.0,Z0020.0005.0002.0003,,,,,,1.0,A03JY,3.0,1.0,Z0016.0001.0011.0002.0003,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,3.0,1.0,Z0041.0002.0003,,,,,,1.0,A03JY,3.0,1.0,Z0019.0005.0002.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,3.0,0.0,Z0006.0003.0004.0003,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A061A"", ""name"": ""Cherry, sweet (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ETJ"", ""name"": ""Spices or infusion materials of miscellaneous origin (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0P"", ""name"": ""Cherries (sweet) (infusion stems)""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Cherries (sweet) (infusion stems), flavour: fa 14.1.5.2 other, geographical-origin: cherries (sweet) (infusion stems), part-nature: spices or infusion materials of miscellaneous origin (as part nature), source: cherry, sweet (as plant)",cherries cherry sweet spices or infusion materials of miscellaneous origin fa 14 1 5 2 other
A0D0Q,Chamomile (infusion seeds),,"Infusion materials from seeds of the plant classified under the species Matricaria recutita L. or Matricaria chamomilla L., known as chamomile or camomile. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Matricaria_chamomilla",8.1,2017/04/15,2015/03/16,,APPROVED,0,Matricaria recutita L.$Matricaria chamomilla L.,Camomile (infusion seeds),A0D0Q#F01.A065S$F02.A0ETJ$F27.A0D0Q$F33.A0C1Q,,,,,P0639000-002,,A.01.000404,F01.A065S$F27.A0D0Q$F33.A0C1Q,E,r,,,,,,,,,,1,A03JY,2,1,Z0001.0001.0001.0014.0002.0002,1,A03JY,2,1,Z0001.0019.0005.0002.0002,1.0,A03JY,2.0,1.0,Z0006.0003.0004.0002,1.0,A03JY,2.0,1.0,Z0020.0005.0002.0002,,,,,,1.0,A03JY,2.0,1.0,Z0016.0001.0011.0002.0002,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,2.0,1.0,Z0041.0002.0002,,,,,,1.0,A03JY,2.0,1.0,Z0019.0005.0002.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,2.0,0.0,Z0006.0003.0004.0002,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A065S"", ""name"": ""Camomile (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ETJ"", ""name"": ""Spices or infusion materials of miscellaneous origin (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0Q"", ""name"": ""Chamomile (infusion seeds)""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Chamomile (infusion seeds), flavour: fa 14.1.5.2 other, geographical-origin: chamomile (infusion seeds), part-nature: spices or infusion materials of miscellaneous origin (as part nature), source: camomile (as plant)",chamomile camomile spices or infusion materials of miscellaneous origin fa 14 1 5 2 other
A0D0R,"Blond psyllium (infusion seeds, husks)",,"Infusion materials from seeds and husks of the plant classified under the species Plantago ovata, known as Blond psyllium. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Blond_psyllium_",8.1,2017/04/15,2015/03/16,,APPROVED,0,Plantago ovata,,A0D0R#F01.A0E9J$F02.A0ETJ$F27.A0D0R$F33.A0C1Q,,,,,P0639000-001,,A.01.000404,F01.A0E9J$F27.A0D0R$F33.A0C1Q,E,r,,,,,,,,,,1,A03JY,1,1,Z0001.0001.0001.0014.0002.0001,1,A03JY,1,1,Z0001.0019.0005.0002.0001,1.0,A03JY,1.0,1.0,Z0006.0003.0004.0001,1.0,A03JY,1.0,1.0,Z0020.0005.0002.0001,,,,,,1.0,A03JY,1.0,1.0,Z0016.0001.0011.0002.0001,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,1.0,1.0,Z0041.0002.0001,,,,,,1.0,A03JY,1.0,1.0,Z0019.0005.0002.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JY,1.0,0.0,Z0006.0003.0004.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A0E9J"", ""name"": ""Blond psyllium (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ETJ"", ""name"": ""Spices or infusion materials of miscellaneous origin (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0R"", ""name"": ""Blond psyllium (infusion seeds, husks)""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Blond psyllium (infusion seeds, husks), flavour: fa 14.1.5.2 other, geographical-origin: blond psyllium (infusion seeds, husks), part-nature: spices or infusion materials of miscellaneous origin (as part nature), source: blond psyllium (as plant)",blond psyllium spices or infusion materials of miscellaneous origin fa 14 1 5 2 other
A0D0S,Siberian ginseng infusion roots,,"Infusion materials from roots of the plant classified under the species Eleutherococcus senticosus (Rupr. & Maxim.) Maxim. or Acanthopanax senticosus (Rupr. & Maxim.) Harms, commonly known as Siberian ginseng infusion roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Eleutherococcus_senticosus",8.9,2017/07/20,2015/03/16,,APPROVED,0,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.$Acanthopanax senticosus (Rupr. & Maxim.) Harms,,A0D0S#F01.A0E4M$F02.A0ERY$F27.A0D0S$F33.A0C1Q,,,,,P0633020-001,,A.01.000417,F01.A0E4M$F27.A0D0S$F33.A0C1Q,E,r,,,,,,,,,,1,A0D0X,2,1,Z0001.0001.0001.0011.0003.0002.0002,1,A0D0X,2,1,Z0001.0019.0004.0002.0002,1.0,A0D0X,2.0,1.0,Z0006.0003.0003.0002.0002,1.0,A0D0X,2.0,1.0,Z0020.0004.0002.0002,,,,,,1.0,A0D0X,2.0,1.0,Z0016.0001.0009.0002.0002,,,,,,,,,,,,,,,,,,,,,1.0,A0D0X,2.0,1.0,Z0040.0002.0002,,,,,,1.0,A0D0X,2.0,1.0,Z0019.0004.0002.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0D0X,2.0,0.0,Z0006.0003.0003.0002.0002,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A0E4M"", ""name"": ""Siberian ginseng (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ERY"", ""name"": ""Roots used for infusions or hot drinks (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0S"", ""name"": ""Siberian ginseng infusion roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Siberian ginseng infusion roots, flavour: fa 14.1.5.2 other, geographical-origin: siberian ginseng infusion roots, part-nature: roots used for infusions or hot drinks (as part nature), source: siberian ginseng (as plant)",siberian ginseng infusion roots used for infusions or hot drinks fa 14 1 5 2 other
A0D0T,American ginseng infusion roots,,"Infusion materials from roots of the plant classified under the species Panax quinquefolia L. or Panax quinquefolius L., commonly known as American ginseng infusion roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/American_ginseng",8.1,2017/04/15,2015/03/16,,APPROVED,0,Panax quinquefolia L.$Panax quinquefolius L.,,A0D0T#F01.A0E8K$F02.A0ERY$F27.A0D0T$F33.A0C1Q,,,,,P0633020-000,,A.01.000417,F01.A0E8K$F27.A0D0T$F33.A0C1Q,E,r,,,,,,,,,,1,A03JV,2,1,Z0001.0001.0001.0011.0003.0002.0001.0002,1,A03JV,2,1,Z0001.0019.0004.0002.0001.0002,1.0,A03JV,2.0,1.0,Z0006.0003.0003.0002.0001.0002,1.0,A03JV,2.0,1.0,Z0020.0004.0002.0001.0002,,,,,,1.0,A03JV,2.0,1.0,Z0016.0001.0009.0002.0001.0002,,,,,,,,,,,,,,,,,,,,,1.0,A03JV,1.0,1.0,Z0040.0002.0001.0001,,,,,,1.0,A03JV,2.0,1.0,Z0019.0004.0002.0001.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JV,2.0,0.0,Z0006.0003.0003.0002.0001.0002,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A0E8K"", ""name"": ""American ginseng (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ERY"", ""name"": ""Roots used for infusions or hot drinks (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0T"", ""name"": ""American ginseng infusion roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","American ginseng infusion roots, flavour: fa 14.1.5.2 other, geographical-origin: american ginseng infusion roots, part-nature: roots used for infusions or hot drinks (as part nature), source: american ginseng (as plant)",american ginseng infusion roots used for infusions or hot drinks fa 14 1 5 2 other
A0D0V,Asian ginseng infusion roots,,"Infusion materials from roots of the plant classified under the species Panax ginseng C.A. Mey, commonly known as Asian ginseng infusion roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Panax_ginseng",8.1,2017/04/15,2015/03/16,,APPROVED,0,Panax ginseng C.A. Mey,,A0D0V#F01.A066G$F02.A0ERY$F27.A0D0V$F33.A0C1Q,,,,,P0633020-000,,A.01.000417,F01.A066G$F27.A0D0V$F33.A0C1Q,E,r,,,,,,,,,,1,A03JV,1,1,Z0001.0001.0001.0011.0003.0002.0001.0001,1,A03JV,1,1,Z0001.0019.0004.0002.0001.0001,1.0,A03JV,1.0,1.0,Z0006.0003.0003.0002.0001.0001,1.0,A03JV,1.0,1.0,Z0020.0004.0002.0001.0001,,,,,,1.0,A03JV,1.0,1.0,Z0016.0001.0009.0002.0001.0001,,,,,,,,,,,,,,,,,,,,,1.0,A03JV,2.0,1.0,Z0040.0002.0001.0002,,,,,,1.0,A03JV,1.0,1.0,Z0019.0004.0002.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JV,1.0,0.0,Z0006.0003.0003.0002.0001.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A066G"", ""name"": ""Ginseng (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ERY"", ""name"": ""Roots used for infusions or hot drinks (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0V"", ""name"": ""Asian ginseng infusion roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Asian ginseng infusion roots, flavour: fa 14.1.5.2 other, geographical-origin: asian ginseng infusion roots, part-nature: roots used for infusions or hot drinks (as part nature), source: ginseng (as plant)",asian ginseng infusion roots used for infusions or hot drinks fa 14 1 5 2 other
A0D0X,Ginseng and similar-,,"The group includes Ginseng or similar infusion roots sharing the same pesticide MRL, as defined by EU pesticide regulation. £https://en.wikipedia.org/wiki/Ginseng",8.1,2017/04/15,2015/03/16,,APPROVED,0,,,A0D0X#F01.A058Y$F02.A0ERY$F27.A0D0X$F33.A0C1Q,,,,,P0633020,,A.01.000417,F27.A0D0X$F33.A0C1Q,C,r,,,,,,,,,,1,A03JS,2,1,Z0001.0001.0001.0011.0003.0002,1,A03JS,2,1,Z0001.0019.0004.0002,1.0,A03JS,2.0,1.0,Z0006.0003.0003.0002,1.0,A03JS,2.0,1.0,Z0020.0004.0002,,,,,,1.0,A03JS,2.0,1.0,Z0016.0001.0009.0002,,,,,,,,,,,,,,,,,,,,,1.0,A03JS,2.0,1.0,Z0040.0002,,,,,,1.0,A03JS,2.0,1.0,Z0019.0004.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03JS,2.0,0.0,Z0006.0003.0003.0002,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A058Y"", ""name"": ""Plants (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ERY"", ""name"": ""Roots used for infusions or hot drinks (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0X"", ""name"": ""Ginseng and similar-""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Ginseng and similar-, flavour: fa 14.1.5.2 other, geographical-origin: ginseng and similar , part-nature: roots used for infusions or hot drinks (as part nature), source: plants (as plant)",ginseng and similar plants roots used for infusions or hot drinks fa 14 1 5 2 other
A0D0Z,Tormentil infusion roots,,"Infusion materials from roots of the plant classified under the species Potentilla erecta Uspenski ex Ledeb., commonly known as Tormentil infusion roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Potentilla_erecta",8.1,2017/04/15,2015/03/16,,APPROVED,0,Potentilla erecta Uspenski ex Ledeb.,,A0D0Z#F01.A0E9Q$F02.A0ERY$F27.A0D0Z$F33.A0C1Q,,,,,P0633010-018,,A.01.000404,F01.A0E9Q$F27.A0D0Z$F33.A0C1Q,E,r,,,,,,,,,,1,A0D1X,17,1,Z0001.0001.0001.0011.0003.0001.0017,1,A0D1X,17,1,Z0001.0019.0004.0001.0017,1.0,A0D1X,17.0,1.0,Z0006.0003.0003.0001.0017,1.0,A0D1X,17.0,1.0,Z0020.0004.0001.0017,,,,,,1.0,A0D1X,17.0,1.0,Z0016.0001.0009.0001.0017,,,,,,,,,,,,,,,,,,,,,1.0,A0D1X,17.0,1.0,Z0040.0001.0017,,,,,,1.0,A0D1X,17.0,1.0,Z0019.0004.0001.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0D1X,19.0,0.0,Z0006.0003.0003.0001.0019,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A0E9Q"", ""name"": ""Tormentil (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ERY"", ""name"": ""Roots used for infusions or hot drinks (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A0D0Z"", ""name"": ""Tormentil infusion roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Q"", ""name"": ""FA-14.1.5.2 Other""}]","Tormentil infusion roots, flavour: fa 14.1.5.2 other, geographical-origin: tormentil infusion roots, part-nature: roots used for infusions or hot drinks (as part nature), source: tormentil (as plant)",tormentil infusion roots used for infusions or hot drinks fa 14 1 5 2 other
